DISTRICT,PROVINCE,ZONE,RIVER_BASIN,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,PEAK_24H_RAIN,NBRO_LANDSLIDE_ALERT,FLOOD_OCCURRENCE,HAZARD_INDEX
Mullaitivu,Dry,Dry,Nay Aru,2023,155.8,86.5,37.7,125.2,123.7,57.5,29.6,19.4,49.4,195.3,208.7,224.5,1313.3,96.5,0,Minor Flood,1
Puttalam,Dry,Dry,Deduru Oya,2023,98.8,80.5,79.3,101.0,141.6,33.8,63.4,53.4,60.7,165.1,89.9,88.7,1056.1,63.8,0,No Flood,0
Colombo,Wet,Wet,Kelani Ganga,2024,57.2,63.0,186.6,306.9,304.1,345.5,251.9,268.4,284.3,298.1,270.3,162.6,2798.8,136.4,0,Minor Flood,1
Gampaha,Wet,Wet,Kelani Ganga,2024,18.8,39.7,140.9,275.6,376.2,347.6,328.2,203.7,333.1,390.5,219.8,70.0,2744.2,110.1,0,Minor Flood,1
Kalutara,Wet,Wet,Kalu Ganga,2024,89.1,61.2,206.9,329.7,535.0,532.2,432.4,351.1,387.5,416.8,523.4,222.2,4087.5,156.8,3,Major Flood,2
Ratnapura,Wet,Wet,Kalu Ganga,2024,95.2,35.8,213.9,344.7,540.9,513.3,377.4,381.4,469.2,421.6,476.0,212.2,4081.7,176.5,3,Major Flood,2
Kegalle,Wet,Wet,Kelani Ganga,2024,134.7,58.4,185.9,329.3,547.5,481.6,387.2,347.5,479.9,419.0,406.2,111.5,3888.9,204.3,3,Major Flood,2
Galle,Wet,Wet,Gin Ganga,2024,117.3,48.2,164.5,302.7,483.2,457.4,312.3,264.2,362.9,417.3,433.2,197.8,3560.9,210.6,3,Major Flood,2
Matara,Wet,Wet,Nilwala Ganga,2024,40.9,42.1,133.2,304.8,554.4,326.3,294.6,280.9,366.6,415.6,406.3,152.7,3318.5,216.9,3,Major Flood,2
Kandy,Wet,Wet,Mahaweli Ganga,2024,114.3,61.1,152.0,334.8,288.4,298.2,202.1,234.2,281.2,316.4,352.1,207.0,2841.9,136.0,2,Minor Flood,1
Nuwara Eliya,Wet,Wet,Mahaweli Ganga,2024,146.8,24.4,121.6,260.1,369.8,383.3,160.0,203.0,177.9,326.7,383.1,252.1,2808.7,164.5,3,Major Flood,2
Badulla,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2024,136.9,103.1,127.4,272.3,166.9,57.7,140.8,71.2,197.7,257.1,299.5,233.0,2063.4,133.9,2,Minor Flood,1
Matale,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2024,158.8,102.1,88.9,168.4,234.8,177.7,116.1,170.3,118.6,346.2,311.6,212.7,2206.1,153.0,3,Major Flood,2
Kurunegala,Intermediate,Intermediate,Deduru Oya,2024,113.6,85.3,149.4,253.0,86.5,134.8,121.0,48.5,106.9,285.5,332.4,187.7,1904.7,142.5,0,Major Flood,2
Anuradhapura,Dry,Dry,Malwathu Oya,2024,161.8,60.1,146.8,217.3,61.9,45.0,98.5,127.1,108.6,339.1,174.9,202.6,1743.8,102.9,0,Minor Flood,1
Polonnaruwa,Dry,Dry,Mahaweli Ganga,2024,191.5,122.5,87.5,170.4,108.6,104.7,15.6,124.8,38.9,289.9,290.4,314.5,1859.2,103.9,0,Minor Flood,1
Hambantota,Dry,Dry,Walawe Ganga,2024,78.7,55.6,101.2,146.7,157.9,69.4,141.7,66.7,124.9,253.6,194.1,69.9,1460.4,96.6,0,Minor Flood,1
Monaragala,Dry/Intermediate,Dry/Intermediate,Menik Ganga,2024,152.0,93.7,175.0,168.6,54.5,50.6,133.3,43.5,48.8,257.5,294.1,297.2,1768.7,131.7,0,Minor Flood,1
Ampara,Dry,Dry,Gal Oya,2024,190.7,130.0,166.2,173.3,51.4,37.2,30.2,10.0,81.2,181.3,156.3,372.6,1580.2,105.2,0,Minor Flood,1
Batticaloa,Dry,Dry,Mundeni Aru,2024,249.9,127.0,95.4,156.1,108.9,161.3,12.3,10.0,101.1,262.7,295.8,475.3,2055.7,162.3,0,Major Flood,2
Trincomalee,Dry,Dry,Mahaweli Ganga,2024,250.3,120.6,139.1,234.0,80.1,42.7,10.0,46.3,89.4,212.5,118.2,418.7,1761.9,122.4,0,Major Flood,2
Jaffna,Dry,Dry,Peninsula / Coastal,2024,233.8,137.1,92.8,257.0,168.1,10.0,10.0,63.7,108.9,183.7,189.2,283.8,1738.1,112.2,0,Minor Flood,1
Kilinochchi,Dry,Dry,Kanakarayan Aru,2024,228.0,99.4,102.2,149.3,66.4,93.5,10.0,10.0,54.9,352.9,178.8,416.7,1762.0,151.5,0,Major Flood,2
Mannar,Dry,Dry,Aruvi Aru,2024,153.1,100.3,64.7,141.9,139.1,39.6,10.0,24.5,45.6,136.1,256.6,190.8,1302.3,114.5,0,Minor Flood,1
Vavuniya,Dry,Dry,Malwathu Oya,2024,177.3,95.6,106.4,168.5,80.5,65.1,94.1,67.0,60.4,299.9,262.2,349.4,1826.4,116.5,0,Minor Flood,1
Mullaitivu,Dry,Dry,Nay Aru,2024,249.1,168.9,134.9,150.0,66.7,35.4,20.9,31.3,110.0,113.4,169.7,395.9,1646.2,137.2,0,Major Flood,2
Puttalam,Dry,Dry,Deduru Oya,2024,139.6,98.6,75.8,261.5,115.6,86.6,51.7,10.0,130.6,197.1,223.4,242.4,1632.9,76.8,0,Minor Flood,1
